 shadi97kh@Shadis-Air Computer-Vision % /Users/shadi97kh/anaconda3/bin/python /Users/shadi97kh/Documents/Computer-Vision/PA2/testCNN.py
Torch device selected:  cpu
Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz to ./data/MNIST/raw/train-images-idx3-ubyte.gz
100%|███████████████████████████████████████████████████████████| 9912422/9912422 [00:00<00:00, 36109523.76it/s]
Extracting ./data/MNIST/raw/train-images-idx3-ubyte.gz to ./data/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz to ./data/MNIST/raw/train-labels-idx1-ubyte.gz
100%|██████████████████████████████████████████████████████████████| 28881/28881 [00:00<00:00, 168947969.07it/s]
Extracting ./data/MNIST/raw/train-labels-idx1-ubyte.gz to ./data/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz to ./data/MNIST/raw/t10k-images-idx3-ubyte.gz
100%|███████████████████████████████████████████████████████████| 1648877/1648877 [00:00<00:00, 16851094.50it/s]
Extracting ./data/MNIST/raw/t10k-images-idx3-ubyte.gz to ./data/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz to ./data/MNIST/raw/t10k-labels-idx1-ubyte.gz
100%|█████████████████████████████████████████████████████████████████| 4542/4542 [00:00<00:00, 28908237.89it/s]
Extracting ./data/MNIST/raw/t10k-labels-idx1-ubyte.gz to ./data/MNIST/raw

Train set: Average loss: 0.2619, Accuracy: 55444/60000 (92%)
Train set: Average loss: 0.0080, Accuracy: 59968/60000 (100%)


Test set: Average loss: 0.0716, Accuracy: 9792/10000 (98%)

Train set: Average loss: 0.0069, Accuracy: 59976/60000 (100%)


Test set: Average loss: 0.0707, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0061, Accuracy: 59977/60000 (100%)


Test set: Average loss: 0.0719, Accuracy: 9797/10000 (98%)

Train set: Average loss: 0.0054, Accuracy: 59989/60000 (100%)


Test set: Average loss: 0.0704, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0049, Accuracy: 59992/60000 (100%)


Test set: Average loss: 0.0721, Accuracy: 9788/10000 (98%)

Train set: Average loss: 0.0045, Accuracy: 59993/60000 (100%)


Test set: Average loss: 0.0730, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0041, Accuracy: 59997/60000 (100%)


Test set: Average loss: 0.0730, Accuracy: 9788/10000 (98%)

Train set: Average loss: 0.0038, Accuracy: 59996/60000 (100%)


Test set: Average loss: 0.0731, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0035, Accuracy: 59997/60000 (100%)


Test set: Average loss: 0.0735, Accuracy: 9794/10000 (98%)

Train set: Average loss: 0.0033, Accuracy: 59997/60000 (100%)


Test set: Average loss: 0.0721, Accuracy: 9805/10000 (98%)

Train set: Average loss: 0.0031, Accuracy: 59998/60000 (100%)


Test set: Average loss: 0.0731, Accuracy: 9803/10000 (98%)

Train set: Average loss: 0.0029, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0735, Accuracy: 9799/10000 (98%)

Train set: Average loss: 0.0027, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0736, Accuracy: 9800/10000 (98%)

Train set: Average loss: 0.0026, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0740, Accuracy: 9796/10000 (98%)

Train set: Average loss: 0.0024, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0745, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0023, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0748, Accuracy: 9793/10000 (98%)

Train set: Average loss: 0.0022, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0748, Accuracy: 9796/10000 (98%)

Train set: Average loss: 0.0021, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0743, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0020, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0747, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0019, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0755, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0019, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0753, Accuracy: 9800/10000 (98%)

Train set: Average loss: 0.0018, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0757, Accuracy: 9803/10000 (98%)

Train set: Average loss: 0.0017, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0757, Accuracy: 9800/10000 (98%)

Train set: Average loss: 0.0017, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0760, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0016, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0769, Accuracy: 9801/10000 (98%)

Train set: Average loss: 0.0016, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0769, Accuracy: 9798/10000 (98%)

Train set: Average loss: 0.0015, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0772, Accuracy: 9805/10000 (98%)

Train set: Average loss: 0.0015, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0771, Accuracy: 9801/10000 (98%)

Train set: Average loss: 0.0014, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0776, Accuracy: 9796/10000 (98%)

Train set: Average loss: 0.0014, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0773, Accuracy: 9804/10000 (98%)

Train set: Average loss: 0.0013, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0773, Accuracy: 9803/10000 (98%)

Train set: Average loss: 0.0013, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0782, Accuracy: 9800/10000 (98%)

Train set: Average loss: 0.0012, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0781, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0012, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0780, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0012, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0782, Accuracy: 9799/10000 (98%)

Train set: Average loss: 0.0011, Accuracy: 59999/60000 (100%)


Test set: Average loss: 0.0787, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0011, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0786, Accuracy: 9805/10000 (98%)

Train set: Average loss: 0.0011, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0792, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0011, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0789, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0010, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0792, Accuracy: 9799/10000 (98%)

Train set: Average loss: 0.0010, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0796, Accuracy: 9802/10000 (98%)

Train set: Average loss: 0.0010, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0795, Accuracy: 9804/10000 (98%)

Train set: Average loss: 0.0010, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0798, Accuracy: 9804/10000 (98%)

Train set: Average loss: 0.0009, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0796, Accuracy: 9806/10000 (98%)

Train set: Average loss: 0.0009, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0799, Accuracy: 9803/10000 (98%)

Train set: Average loss: 0.0009, Accuracy: 60000/60000 (100%)


Test set: Average loss: 0.0800, Accuracy: 9804/10000 (98%)

accuracy is 98.06
Training and evaluation finished
